NM_URNA_CANDIDATO,NM_MUNICIPIO,CD_MUNICIPIO,DS_SIT_TOT_TURNO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS,Espectro
ISAAC LIMA,MÂNCIO LIMA,1090,ELEITO,13,PT,4115,esquerda
NETO DE ZORAIDE,AFONSO BEZERRA,16055,ELEITO,13,PT,4085,esquerda
BETO VIZZOTTO,PARAÍSO DO NORTE,77410,ELEITO,13,PT,4077,esquerda
HERÁCLITO,MORTUGABA,37370,ELEITO,13,PT,4075,esquerda
CELESTE,BONINAL,33790,ELEITO,13,PT,3942,esquerda
BIRA VASCONCELOS,XAPURI,1490,ELEITO,13,PT,3815,esquerda
PADRE ANÍBAL,BOM JESUS DO GALHO,41556,ELEITO,13,PT,3657,esquerda
GONÇALO,ICARAÍ DE MINAS,40240,ELEITO,13,PT,3649,esquerda
VALCYR,PINTADAS,39837,ELEITO,13,PT,3619,esquerda
OSVALDO BONFIM,NAZÁRIA,12726,ELEITO,13,PT,3607,esquerda
CARLOS ANTONIO,PORANGA,15210,ELEITO,13,PT,3605,esquerda
BETO,SABINÓPOLIS,51357,ELEITO,13,PT,3599,esquerda
DINHO DO ZÉ DO HONÓRIO,PALHANO,15016,ELEITO,13,PT,3422,esquerda
PRÓ NINHA,LAMARÃO,36838,ELEITO,13,PT,3331,esquerda
LELEI BARRETO,MORPARÁ,37338,ELEITO,13,PT,3223,esquerda
ELVIS RAMOS,IPIRANGA DO PIAUÍ,10952,ELEITO,13,PT,3179,esquerda
JUNINHO,CASTANHEIRA,90549,ELEITO,13,PT,3158,esquerda
AFONSO TAVARES,ABAIARA,13013,ELEITO,13,PT,3149,esquerda
JEAN DE GERINO,FEIRA NOVA,31437,ELEITO,13,PT,3081,esquerda
JOÃO BOSCO,GRANITO,24252,ELEITO,13,PT,2960,esquerda
VILMA LIMA,SÃO JOÃO DO ARRAIAL,10987,ELEITO,13,PT,2942,esquerda
ZÉ DOS SANTOS,OLHO D ÁGUA DO CASADO,28150,ELEITO,13,PT,2940,esquerda
ROZANE MOREIRA,CAMPO ERÊ,80675,ELEITO,13,PT,2880,esquerda
BONAMIGO,DESCANSO,80950,ELEITO,13,PT,2871,esquerda
ZÉ LUIZ,TANQUINHO,39217,ELEITO,13,PT,2846,esquerda
MARCELINO,COIVARAS,10189,ELEITO,13,PT,2732,esquerda
REGINALDO,FRANCISCO BADARÓ,45292,ELEITO,13,PT,2708,esquerda
FELIPE DIAS,CRISTINO CASTRO,10618,ELEITO,13,PT,2661,esquerda
JORISMAR ROCHA,ALAGOINHA DO PIAUÍ,12319,ELEITO,13,PT,2615,esquerda
TINEM,BELTERRA,4804,NÃO ELEITO,13,PT,2605,esquerda
DR LINDENBERG,RIBEIRO GONÇALVES,11770,ELEITO,13,PT,2587,esquerda
PADRE MAURÍCIO,CORDISBURGO,43770,ELEITO,13,PT,2574,esquerda
JANE,PAVÃO,49697,ELEITO,13,PT,2570,esquerda
ZÉ IZAC,SANTANA DO ITARARÉ,78557,ELEITO,13,PT,2567,esquerda
SEBASTIÃO DA DINA,PEDRA BONITA,41327,ELEITO,13,PT,2564,esquerda
CLORI,IPUAÇU,80829,ELEITO,13,PT,2552,esquerda
DARIOMAR,ALTANEIRA,13110,ELEITO,13,PT,2540,esquerda
OSMAR VIEIRA,COCAL DOS ALVES,12696,ELEITO,13,PT,2508,esquerda
MARCÃO,SERRANÓPOLIS DE MINAS,42382,ELEITO,13,PT,2465,esquerda
ROMULO CARNEIRO,JUVENÍLIA,40940,ELEITO,13,PT,2399,esquerda
JOÃO ARILSON,LAGOA DE SÃO FRANCISCO,10863,ELEITO,13,PT,2349,esquerda
TONHO VERISSIMO,JUAZEIRO DO PIAUÍ,12416,ELEITO,13,PT,2327,esquerda
CABURÉ,CARAÚBAS DO PIAUÍ,12670,ELEITO,13,PT,2236,esquerda
ANDREZZA BRASIL,SÍTIO NOVO,18716,ELEITO,13,PT,2218,esquerda
SEGALLA,TRINDADE DO SUL,85006,ELEITO,13,PT,2183,esquerda
GLAUBER BURTET,CAXAMBU DO SUL,80799,ELEITO,13,PT,2170,esquerda
IVAN JOSÉ CANCI,ANCHIETA,80152,ELEITO,13,PT,2161,esquerda
GENIR FERREIRA,BOQUEIRÃO DO PIAUÍ,12149,ELEITO,13,PT,2147,esquerda
ELISA PAZ,NOVO SANTO ANTÔNIO,10901,ELEITO,13,PT,2144,esquerda
RONALDO COSTA ,CRISÓLITA,41963,ELEITO,13,PT,2143,esquerda
GUILMA SOARES,NOVA REDENÇÃO,37583,ELEITO,13,PT,2123,esquerda
VERISSIMO SIQUEIRA,SANTA ROSA DO PIAUÍ,10464,ELEITO,13,PT,2104,esquerda
OSCAR DELGADO,SANTA MARIA DO OESTE,74802,ELEITO,13,PT,2100,esquerda
EDSON ALVES,FREI GASPAR,45357,ELEITO,13,PT,2037,esquerda
CLAUDINHO,GUARUJÁ DO SUL,81299,ELEITO,13,PT,1951,esquerda
LILA ALENCAR,ALEGRETE DO PIAUÍ,10022,ELEITO,13,PT,1920,esquerda
LUCIANO,HUGO NAPOLEÃO,10910,ELEITO,13,PT,1919,esquerda
GUITO,DOM MACEDO COSTA,35033,ELEITO,13,PT,1863,esquerda
POLACO,ITATIBA DO SUL,87157,ELEITO,13,PT,1845,esquerda
AROLDIN,BARREIRAS DO PIAUÍ,10251,ELEITO,13,PT,1845,esquerda
ODACIR MELLO,CIRÍACO,86070,ELEITO,13,PT,1820,esquerda
GABRIELA COELHO,CAPITÃO GERVÁSIO OLIVEIRA,10707,ELEITO,13,PT,1803,esquerda
GENES,PAIM FILHO,87750,ELEITO,13,PT,1793,esquerda
PRETINHO,MIRAGUAÍ,87475,ELEITO,13,PT,1745,esquerda
MAURO LEMOS,AMAPORÃ,74152,ELEITO,13,PT,1737,esquerda
TELMO,CRISTAL DO SUL,88528,ELEITO,13,PT,1733,esquerda
BATISTA DO SINDICATO,IMBÉ DE MINAS,42226,ELEITO,13,PT,1722,esquerda
ROSE,ANGELINA,80179,ELEITO,13,PT,1720,esquerda
NETO,BELA VISTA DO PIAUÍ,10626,ELEITO,13,PT,1711,esquerda
BRANCO,ALTAMIRA DO PARANÁ,84557,ELEITO,13,PT,1695,esquerda
PROFESSOR JERRY,ASSIS BRASIL,1570,ELEITO,13,PT,1583,esquerda
FABIANO  LIRA,BREJO DO PIAUÍ,10642,ELEITO,13,PT,1569,esquerda
JANDIR BANDIERA,CORONEL DOMINGOS SOARES,75248,ELEITO,13,PT,1538,esquerda
HAMILTON,ITAMARATI DE MINAS,46515,ELEITO,13,PT,1535,esquerda
EDIMAR,SALTINHO,81523,ELEITO,13,PT,1530,esquerda
NAUVIN,COMERCINHO,43397,ELEITO,13,PT,1525,esquerda
LULU,ACAIACA,40070,ELEITO,13,PT,1521,esquerda
TONIN ZOTESSO,TEIXEIRÓPOLIS,752,ELEITO,13,PT,1507,esquerda
LEODEGAR RODRIGUES,NOVO CABRAIS,88684,ELEITO,13,PT,1361,esquerda
CASAGRANDE,PARAÍSO,80705,NÃO ELEITO,13,PT,1349,esquerda
MARCOS,SAGRADA FAMÍLIA,87564,ELEITO,13,PT,1336,esquerda
BIEGELMEIER,BANDEIRANTE,81582,ELEITO,13,PT,1334,esquerda
ZAIRO,VISTA ALEGRE,85600,ELEITO,13,PT,1271,esquerda
RODRIGO,BARRA DO GUARITA,86363,ELEITO,13,PT,1263,esquerda
BIBI,TAQUARUÇU DO SUL,85669,ELEITO,13,PT,1260,esquerda
VELTON,PONTÃO,87424,ELEITO,13,PT,1215,esquerda
NEY NOVAES,PROFESSOR JAMIL,93041,ELEITO,13,PT,1187,esquerda
SEP,SÃO PEDRO DO BUTIÁ,87823,ELEITO,13,PT,1175,esquerda
JOAN ROCHA,CANAVIEIRA,10162,ELEITO,13,PT,1151,esquerda
SALESIO,SANTA ROSA DE LIMA,83070,ELEITO,13,PT,1043,esquerda
MANOEL MOURA,ABREULÂNDIA,73008,ELEITO,13,PT,1037,esquerda
EDMAR DA CONSTRUÇÃO,SÃO SALVADOR DO TOCANTINS,73393,ELEITO,13,PT,1028,esquerda
SIDNEI FRAZATTO,PARANAPOEMA,77470,ELEITO,13,PT,988,esquerda
JOSIEL GRISELI,PONTE PRETA,87440,ELEITO,13,PT,988,esquerda
MÁRCIO POLITOWSKI,SETE DE SETEMBRO,88706,ELEITO,13,PT,973,esquerda
EDINALVA OLIVEIRA,RIO DA CONCEIÇÃO,73431,ELEITO,13,PT,891,esquerda
SAULO,IVORÁ,85626,ELEITO,13,PT,890,esquerda
DIEGO,ENGENHO VELHO,86703,ELEITO,13,PT,794,esquerda
JAIME MARTINI,NOVO XINGU,89320,ELEITO,13,PT,777,esquerda
ZELINSKI,CARLOS GOMES,86525,ELEITO,13,PT,666,esquerda
DRIL,SANTANA DO SERIDÓ,18252,NÃO ELEITO,13,PT,661,esquerda
JUNIOR,SÃO MIGUEL DA BAIXA GRANDE,12661,NÃO ELEITO,13,PT,557,esquerda
LEONALDO PARANHOS,CASCAVEL,74934,ELEITO,20,PSC,112181,direita
MABEL CANTO,PONTA GROSSA,77771,2º TURNO,20,PSC,61702,direita
VINICIUS CLAUSSEN,TERESÓPOLIS,59153,ELEITO,20,PSC,45484,direita
GLEIDSON AZEVEDO,DIVINÓPOLIS,44458,ELEITO,20,PSC,38566,direita
SERGIO ONOFRE,ARAPONGAS,74276,ELEITO,20,PSC,35533,direita
CELSO POZZOBOM,UMUARAMA,79359,ELEITO,20,PSC,32714,direita
RICARDO DA KAROL,MAGÉ,58491,NÃO ELEITO,20,PSC,30634,direita
MARCUS SOLIVA,GUARATINGUETÁ,64696,ELEITO,20,PSC,30062,direita
PROFESSOR LUCAS,SEROPÉDICA,58424,ELEITO,20,PSC,26976,direita
GUERINO BALESTRASSI,COLATINA,56294,ELEITO,20,PSC,20072,direita
MÁRIO ABRAHIM,ITACOATIARA,2410,ELEITO,20,PSC,19810,direita
MARCELO MORAIS,SÃO SEBASTIÃO DO PARAÍSO,52930,ELEITO,20,PSC,18179,direita
BARRETO,VALENÇA,39578,NÃO ELEITO,20,PSC,16956,direita
RENATO FILHO,PILAR,28371,ELEITO,20,PSC,15592,direita
JUNIOR LEITE,MAUÉS,2615,ELEITO,20,PSC,14770,direita
CECI ROCHA,ATALAIA,27073,ELEITO,20,PSC,14057,direita
ANDRÉ PORTUGUÊS,MIGUEL PEREIRA,58572,ELEITO,20,PSC,13251,direita
CALVET FILHO,ROSÁRIO,8915,ELEITO,20,PSC,11720,direita
PROFESSOR CLEMILTON,URBANO SANTOS,9458,ELEITO,20,PSC,10823,direita
DEDEI LOBO,HUMAITÁ,2356,ELEITO,20,PSC,10417,direita
ANDRÉ REZENDE,PACAJÁ,5916,ELEITO,20,PSC,10147,direita
CLAUDIO BURRINHO,ITURAMA,46876,ELEITO,20,PSC,10097,direita
TUTUCA,PIRAÍ,58793,ELEITO,20,PSC,9919,direita
DR JAIR NEVES,CAPANEMA,4430,NÃO ELEITO,20,PSC,9846,direita
TADEUZINHO,CAPELINHA,42455,ELEITO,20,PSC,9688,direita
ANDRESON CAVALCANTE,AUTAZES,2070,ELEITO,20,PSC,9101,direita
PEDRO OLIVEIRA,CURAÇÁ,34975,ELEITO,20,PSC,8839,direita
BIRI MAGALHÃES,MUANÁ,4979,ELEITO,20,PSC,8696,direita
PIERRE,MONTE ALEGRE,17558,NÃO ELEITO,20,PSC,8656,direita
JUNINHO BERNARDES,PATY DO ALFERES,59315,ELEITO,20,PSC,8591,direita
EDNARDO BARBOSA,PINHEIRAL,58246,ELEITO,20,PSC,8288,direita
DUDU,ITATIAIA,58440,ELEITO,20,PSC,8149,direita
LÉO FOLIM,IPERÓ,65218,ELEITO,20,PSC,8051,direita
MECINHO,SÃO JOÃO BATISTA,9172,ELEITO,20,PSC,8018,direita
LUIS ANTONIO,MANDIRITUBA,76791,ELEITO,20,PSC,7783,direita
SILVANY,CAPELA,31259,ELEITO,20,PSC,7378,direita
DRA SILVIA,AREIA,19216,ELEITO,20,PSC,7248,direita
CLEITON GÁRCIA,SAPUCAIA,4847,NÃO ELEITO,20,PSC,6874,direita
FLAVIO DO CHICO DA GRANJA,FEIRA GRANDE,27510,ELEITO,20,PSC,6595,direita
GIL,IBICOARA,35432,ELEITO,20,PSC,6512,direita
LEONAN,CORDEIRO,58297,ELEITO,20,PSC,6455,direita
DR. MILTON,CAMPINA DA LAGOA,74756,ELEITO,20,PSC,6295,direita
LARA,JAPARATUBA,31658,ELEITO,20,PSC,6141,direita
TUQUINHA,RIO PARDO DE MINAS,51110,ELEITO,20,PSC,6014,direita
JOÃOZINHO ROCHA,BOM JESUS DO TOCANTINS,4049,ELEITO,20,PSC,5887,direita
JUNINHO DA SAUDE,IPABA,40266,ELEITO,20,PSC,5811,direita
WALLAS ROCHA,SÃO BENEDITO DO RIO PRETO,9059,ELEITO,20,PSC,5781,direita
FREDERICO JUNIOR,NOVO AIRÃO,2011,ELEITO,20,PSC,5639,direita
GAMALIEL,TAPAUÁ,2798,ELEITO,20,PSC,5531,direita
ROBERTO MAUES,PAULINO NEVES,8044,NÃO ELEITO,20,PSC,5498,direita
BUTINA,TIBAGI,79235,ELEITO,20,PSC,5461,direita
ZEQUINHA RIBEIRO,APICUM-AÇU,7064,ELEITO,20,PSC,5427,direita
LUCENILDO,ALVARÃES,2895,ELEITO,20,PSC,5408,direita
ERALDO CB,BOA VISTA DO RAMOS,2976,ELEITO,20,PSC,5322,direita
PAQUINHO,ITAJOBI,65390,ELEITO,20,PSC,5258,direita
LÉO PELANCA,ITALVA,59293,ELEITO,20,PSC,4998,direita
CAÍQUE,SANTO ANTÔNIO DO AMPARO,51977,ELEITO,20,PSC,4862,direita
VICO,NOVA LONDRINA,77259,ELEITO,20,PSC,4819,direita
TICO BRAZ,CAAPIRANGA,2992,ELEITO,20,PSC,4752,direita
ADÉLCIO DA FARMÁCIA,ITATIAIUÇU,46736,ELEITO,20,PSC,4632,direita
MANUELLA MARTINS,PACATUBA,31976,ELEITO,20,PSC,4528,direita
MARCOS LISE,APUÍ,2003,ELEITO,20,PSC,4374,direita
BAHIA,VARZEDO,39624,ELEITO,20,PSC,4345,direita
ANTÔNIO DO BAR,AUGUSTINÓPOLIS,96857,ELEITO,20,PSC,4281,direita
VALTER ALEIXO,MOZARLÂNDIA,94773,ELEITO,20,PSC,4203,direita
THIAGO DE MIEL,XEXÉU,23060,ELEITO,20,PSC,4066,direita
XANDY DO REAL,VALPARAÍSO,72273,ELEITO,20,PSC,4063,direita
NALDO MATOS,TERRA ALTA,4545,ELEITO,20,PSC,3950,direita
DIRCEU BIANCARDI,SENADOR JOSÉ PORFÍRIO,5550,ELEITO,20,PSC,3935,direita
EMERSON ANDRADE,COROACI,43834,ELEITO,20,PSC,3920,direita
LAERTE SILVA,JAGUARUNA,81736,ELEITO,20,PSC,3822,direita
CHICO DO BELO,ANAMÃ,2933,ELEITO,20,PSC,3782,direita
JEAN CATTO,SANTA IZABEL DO OESTE,78514,ELEITO,20,PSC,3748,direita
ALUÍSIO D ELIAS,QUATIS,58025,ELEITO,20,PSC,3747,direita
ZE ROBERTO ,CANUTAMA,2194,ELEITO,20,PSC,3719,direita
JOSMAR,ITATUBA,20451,ELEITO,20,PSC,3694,direita
ADEMILSO ROSIN,VERÊ,79456,ELEITO,20,PSC,3649,direita
SCHMOLLER,ITAPEJARA D OESTE,76171,ELEITO,20,PSC,3603,direita
ROBSON MARTINS,ILHA DAS FLORES,31534,ELEITO,20,PSC,3575,direita
SARGENTO DALTON,SANTANA DE PIRAPAMA,51691,ELEITO,20,PSC,3528,direita
HERLON COSTA,BELÁGUA,7161,ELEITO,20,PSC,3473,direita
DINO,CANDÓI,74225,ELEITO,20,PSC,3453,direita
DJALMA JUNIOR,WANDERLÂNDIA,96652,ELEITO,20,PSC,3437,direita
MILTINHO,COLNIZA,89788,ELEITO,20,PSC,3386,direita
LEILA DA ROCHA,SÃO JORGE D OESTE,78816,ELEITO,20,PSC,3286,direita
NORMANDES JARDIM,NOVO ORIENTE DE MINAS,40509,ELEITO,20,PSC,2963,direita
UILTINHO,TEREZÓPOLIS DE GOIÁS,93220,ELEITO,20,PSC,2961,direita
DENIS PAIVA,ATALAIA DO NORTE,2054,ELEITO,20,PSC,2600,direita
APARECIDA,ITACAJÁ,94056,ELEITO,20,PSC,2587,direita
NADIEL SERRÃO,ITAPIRANGA,2437,NÃO ELEITO,20,PSC,2477,direita
FERNANDO ITAPUÃ,QUINTANA,69418,ELEITO,20,PSC,2414,direita
REGINA,ÁGUAS DA PRATA,61077,ELEITO,20,PSC,2211,direita
CLAUDIO,TAPIRA,79731,ELEITO,20,PSC,2200,direita
GUILHERME,PIRAMBU,32050,ELEITO,20,PSC,2153,direita
ODENIR RAPOSO,SANTA RITA DO ITUETO,51896,ELEITO,20,PSC,2145,direita
OLODUM,ITUMIRIM,46850,ELEITO,20,PSC,2124,direita
LILIAN,GUARAQUEÇABA,75850,ELEITO,20,PSC,2025,direita
CHRYSTOPHE DIVINO,CANHOBA,31216,ELEITO,20,PSC,2017,direita
EFIGENINHA,GONZAGA,45497,ELEITO,20,PSC,1923,direita
EDGAR GIOVANELLA,SÃO JOÃO,78719,NÃO ELEITO,20,PSC,1871,direita
NANINHA,BOTUMIRIM,41696,ELEITO,20,PSC,1862,direita
PROFESSOR ENOQUE,NOVA ROSALÂNDIA,92401,ELEITO,20,PSC,1813,direita
RADILSON,SANDOLÂNDIA,73156,ELEITO,20,PSC,1766,direita
AGENOR BERTONCELO,ESPIGÃO ALTO DO IGUAÇU,75329,ELEITO,20,PSC,1703,direita
BARBOSINHA,PARANAIGUARA,94552,ELEITO,20,PSC,1670,direita
LUCIANO DIAS,HONÓRIO SERPA,74365,ELEITO,20,PSC,1586,direita
SOLANGE GOUVEIA,CALDAZINHA,93122,ELEITO,20,PSC,1566,direita
TALVANI,PALESTINA DE GOIÁS,92460,ELEITO,20,PSC,1563,direita
EUGENIO PELACHIM,PORTO ESTRELA,90182,ELEITO,20,PSC,1494,direita
KURODA,ROSÁRIO DO IVAÍ,75744,ELEITO,20,PSC,1480,direita
LUIZÃO,CAMPANÁRIO,42153,ELEITO,20,PSC,1466,direita
FABIO,SANTA BÁRBARA DO MONTE VERDE,41440,ELEITO,20,PSC,1406,direita
FÁTIMA,MANFRINÓPOLIS,75469,ELEITO,20,PSC,1364,direita
FRANKLIN FREIRE,AMPARO DE SÃO FRANCISCO,31011,ELEITO,20,PSC,1300,direita
SOLIMAR,MARZAGÃO,94536,ELEITO,20,PSC,1230,direita
ADELÍCIA MOURA,ISRAELÂNDIA,94013,ELEITO,20,PSC,1229,direita
JOSE EDIVAL,LAJEADO,73407,NÃO ELEITO,20,PSC,1219,direita
BRUNO,PAIVA,49310,ELEITO,20,PSC,1161,direita
ZÉ BASSI,UNIFLOR,79391,ELEITO,20,PSC,1116,direita
BRUNO LUVISOTTO,SANTA INÊS,78476,ELEITO,20,PSC,1093,direita
THIAGO,ARIRANHA DO IVAÍ,75086,ELEITO,20,PSC,954,direita
RICARDO DIAS,BRASILÂNDIA DO TOCANTINS,73245,ELEITO,20,PSC,873,direita
BEL,BELÉM,27154,NÃO ELEITO,20,PSC,0,direita
MARCELO DINO,DUQUE DE CAXIAS,58335,NÃO ELEITO,17,PSL,71335,direita
AIRTON GARCIA,SÃO CARLOS,70793,ELEITO,17,PSL,54573,direita
GUSTAVO NUNES,IPATINGA,46256,ELEITO,17,PSL,45980,direita
DR NASSIB,FAZENDA RIO GRANDE,74322,ELEITO,17,PSL,27371,direita
FLÁVIO GADELHA,ABREU E LIMA,26310,ELEITO,17,PSL,27273,direita
EDUARDO HONÓRIO,GOIANA,24236,ELEITO,17,PSL,25570,direita
LEANDRO MAFFEIS,BIRIGUI,62294,ELEITO,17,PSL,25480,direita
RAIMUNDO PIMENTEL,ARARIPINA,23213,ELEITO,17,PSL,23350,direita
DR RUBINHO,CACHOEIRINHA,85618,NÃO ELEITO,17,PSL,19381,direita
NIVALDO ANDRADE,SÃO JOÃO DEL REI,52493,ELEITO,17,PSL,16901,direita
DIEGO OLIVEIRA,PASSOS,49573,ELEITO,17,PSL,13416,direita
DELEGADO CRISTIOMARIO,PLANALTINA,95958,ELEITO,17,PSL,13364,direita
AILTON MAISTRO,ROLÂNDIA,78255,ELEITO,17,PSL,13270,direita
JOSAFÁ,SÃO CAITANO,25615,ELEITO,17,PSL,13221,direita
HELBINHA DE RODRIGUES,TRINDADE,26115,ELEITO,17,PSL,10869,direita
DR. MARCOS VINICIUS,BRASÍLIA DE MINAS,41718,ELEITO,17,PSL,10766,direita
DR CARLOS CHINCHILLA,SANTA ISABEL,70378,ELEITO,17,PSL,10244,direita
ZÉ CARLOS,PONTAL,69051,ELEITO,17,PSL,9959,direita
LEANDRO FÉLIX,NOVA MUTUM,90646,ELEITO,17,PSL,9730,direita
GIOVANI NUNES,SÃO JOAQUIM,83259,ELEITO,17,PSL,9607,direita
FABIANY ZOGBI ROIG FÁ,SÃO JOSÉ DO NORTE,88730,ELEITO,17,PSL,9551,direita
EVANDRO MURA,SANTA FÉ DO SUL,70335,ELEITO,17,PSL,9292,direita
SARGENTO ADONIS,CRUZEIRO DO SUL,1074,NÃO ELEITO,17,PSL,9077,direita
EVERTON SODARIO,MIRANDÓPOLIS,67032,ELEITO,17,PSL,8303,direita
SAMIR DO KILOJAO,LAGUNA,81850,ELEITO,17,PSL,8147,direita
HENRIQUE WOLF,OURO FINO,49190,ELEITO,17,PSL,8057,direita
HÉCTOR ALVARES,MIRASSOL D OESTE,91774,ELEITO,17,PSL,7449,direita
RODRIGO PEZÃO,TAPEJARA,79111,ELEITO,17,PSL,7237,direita
ZE POCAI,MONTE SIÃO,48674,ELEITO,17,PSL,7183,direita
VITÃO,CAPIVARI,63096,ELEITO,17,PSL,6963,direita
TIAGO CANAL ROCHA,SÃO GABRIEL DA PALHA,56936,ELEITO,17,PSL,6921,direita
NECO,CHOPINZINHO,75035,ELEITO,17,PSL,6894,direita
LUCIANO PIMENTA,AFONSO CLÁUDIO,56014,ELEITO,17,PSL,6684,direita
RAFAEL MACHADO,CAMPO NOVO DO PARECIS,90484,ELEITO,17,PSL,6395,direita
DR KASARIN,COLINAS DO TOCANTINS,93114,ELEITO,17,PSL,6202,direita
IDALI BONTEMPO (BRANCA),JUSSARA,94390,ELEITO,17,PSL,6043,direita
ZE ROBERTO,NOVA RESENDE,49018,ELEITO,17,PSL,6027,direita
MOSTARDA,CONTENDA,75213,ELEITO,17,PSL,5907,direita
DUDÃO COSTA,MAZAGÃO,6076,ELEITO,17,PSL,5781,direita
VICENTE CORREA COSTA,CAPIVARI DE BAIXO,81027,ELEITO,17,PSL,5492,direita
EVANDRO SCAINI,BALNEÁRIO ARROIO DO SILVA,81728,ELEITO,17,PSL,4646,direita
JOAO HEBERT ARAUJO DA SILVA,VÁRZEA NOVA,39950,ELEITO,17,PSL,4522,direita
NICINHO,FLORESTÓPOLIS,75574,ELEITO,17,PSL,4295,direita
HENRIQUE DA FARMACIA,CIDADE GAÚCHA,75078,ELEITO,17,PSL,4293,direita
LAURO JUNIOR,JANDAIA DO SUL,76350,ELEITO,17,PSL,4102,direita
IVAM NUNES,DOURADINA,98051,NÃO ELEITO,17,PSL,3947,direita
GARBIM,ENGENHEIRO BELTRÃO,75477,ELEITO,17,PSL,3830,direita
RONEI ALENCAR,SÃO FRANCISCO DO BREJÃO,8281,ELEITO,17,PSL,3776,direita
NEGO DORIGON,GUARACIABA,81256,ELEITO,17,PSL,3734,direita
PAULINHO MOISES,CALIFÓRNIA,74675,ELEITO,17,PSL,3584,direita
SILVANO DE PARIZ,QUILOMBO,82791,ELEITO,17,PSL,3578,direita
MACIEL,SAUDADES,83410,ELEITO,17,PSL,3555,direita
PAULINHO ALVES,MARILUZ,76899,ELEITO,17,PSL,3533,direita
CARLA EMERENCIANO,SÃO JOÃO DO IVAÍ,78751,ELEITO,17,PSL,3405,direita
JOSE OSCAR OSCARZINHO,GUIRICEMA,45799,ELEITO,17,PSL,3364,direita
TIAGO CONTADOR,PETROLINA DE GOIÁS,95311,ELEITO,17,PSL,3288,direita
DR LAHESIO BONFIM,SÃO PEDRO DOS CRENTES,8400,ELEITO,17,PSL,3136,direita
DIOGO MACIEL,CANELINHA,80713,ELEITO,17,PSL,3132,direita
BRIAN DRAGO,SÃO GONÇALO DO SAPUCAÍ,52396,NÃO ELEITO,17,PSL,3106,direita
CARLOS JUSTEN,CAMPINA DAS MISSÕES,85731,ELEITO,17,PSL,2883,direita
EVERTON VIZENTIN,CAMPO DO TENENTE,74799,ELEITO,17,PSL,2705,direita
CLEOMAR CONTADOR,CAMPINORTE,92932,ELEITO,17,PSL,2664,direita
ZÉ CARLOS,FIGUEIRA,84573,ELEITO,17,PSL,2601,direita
NEWTON AVELAR,SÃO PEDRO DOS FERROS,52795,ELEITO,17,PSL,2462,direita
GRINGO,CERRO GRANDE DO SUL,85944,ELEITO,17,PSL,2439,direita
TENENTE RODRIGUES,RINCÃO,69752,ELEITO,17,PSL,2358,direita
ADELMO ALBERTI,BELA VISTA DO TOLDO,81221,ELEITO,17,PSL,2320,direita
PROFESSOR VOLMAR,SALGADO FILHO,78336,ELEITO,17,PSL,2284,direita
REGINA,NOVA PORTEIRINHA,41165,ELEITO,17,PSL,2233,direita
XICO FRIGHETTO,ANTA GORDA,85138,ELEITO,17,PSL,2210,direita
FLAVIO LUIZ FOSS,ARARICÁ,88862,ELEITO,17,PSL,2176,direita
XIRU,PAULA FREITAS,77534,ELEITO,17,PSL,2132,direita
MARTINHA RODRIGUES,NATIVIDADE,94811,NÃO ELEITO,17,PSL,2124,direita
ZÉ DE BILÉ,SANTA CRUZ DE SALINAS,41483,ELEITO,17,PSL,2124,direita
TONINHO DO CAFÉ,GRANDES RIOS,79596,ELEITO,17,PSL,2084,direita
HENRIQUE MENEGAZZO,ANITA GARIBALDI,80195,NÃO ELEITO,17,PSL,2071,direita
MARCIANO VOTTRI,VITORINO,79472,ELEITO,17,PSL,2033,direita
DELERMANDO FRANÇA,CATUTI,41866,ELEITO,17,PSL,2019,direita
FABINHO,RAFARD,69434,ELEITO,17,PSL,2018,direita
TONINHO PELOSI,LUPIONÓPOLIS,76694,ELEITO,17,PSL,1885,direita
PATRICK,IMARUÍ,81418,ELEITO,17,PSL,1814,direita
MÔNICA ZAMBON,ITAMBARACÁ,76139,ELEITO,17,PSL,1780,direita
JOSMAR,LARANJAL,74985,NÃO ELEITO,17,PSL,1712,direita
VALMOR DO PITA,MAJOR GERCINO,82015,ELEITO,17,PSL,1590,direita
FREITAS,JABORÁ,81698,ELEITO,17,PSL,1551,direita
MARCOS ALEXANDRE,SÃO FÉLIX DE MINAS,41564,ELEITO,17,PSL,1501,direita
CELSO,PLANALTINA DO PARANÁ,77739,ELEITO,17,PSL,1465,direita
CLEBER JUNIO,NOVA AMÉRICA,94919,ELEITO,17,PSL,1413,direita
JOÃO PAULO,BOA VISTA DO CADEADO,89044,ELEITO,17,PSL,1287,direita
DR. MANOEL,RESSAQUINHA,50873,ELEITO,17,PSL,1196,direita
ENFERMEIRA NEZITA,MONTE SANTO DO TOCANTINS,73563,ELEITO,17,PSL,1057,direita
LUAN FRAZATTO,SANTA MÔNICA,74829,ELEITO,17,PSL,1015,direita
ROXINHO,MIRASELVA,77054,ELEITO,17,PSL,889,direita
ADAIR ZECCA,VISTA ALEGRE DO PRATA,85863,ELEITO,17,PSL,807,direita
NEURIVAN,CARMOLÂNDIA,73326,ELEITO,17,PSL,703,direita
ANDERSON BIANCHI,LAJEADO GRANDE,80586,ELEITO,17,PSL,645,direita
