NM_URNA_CANDIDATO,NM_MUNICIPIO,CD_MUNICIPIO,DS_SIT_TOT_TURNO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS,Espectro
ROBERTO DORNER,SINOP,89850,ELEITO,10,REPUBLICANOS,32114,direita
ADRIANO RAMOS,PARANAGUÁ,77453,NÃO ELEITO,10,REPUBLICANOS,27265,direita
KLEBER MARRA KGM,CALDAS NOVAS,92894,ELEITO,10,REPUBLICANOS,27099,direita
MAJOR RENATO,ARAGUARI,40690,ELEITO,10,REPUBLICANOS,26981,direita
BETO D ANGELO,MANACAPURU,2534,ELEITO,10,REPUBLICANOS,25766,direita
NABOR WANDERLEY,PATOS,21172,ELEITO,10,REPUBLICANOS,25377,direita
ALUÍSIO,AÇAILÂNDIA,9610,ELEITO,10,REPUBLICANOS,23586,direita
FELIPE DOS PNEUS,SANTA INÊS,9571,ELEITO,10,REPUBLICANOS,23088,direita
JOHNNY MAYCON,NOVA FRIBURGO,58670,ELEITO,10,REPUBLICANOS,22277,direita
PATRICIA,MARITUBA,4642,ELEITO,10,REPUBLICANOS,21950,direita
MARIO ESTEVES,BARRA DO PIRAÍ,58050,ELEITO,10,REPUBLICANOS,21424,direita
FABIANA PESSOA,ARAPIRACA,27057,NÃO ELEITO,10,REPUBLICANOS,20874,direita
EDNALDO RIBEIRO,CRUZ DAS ALMAS,34959,ELEITO,10,REPUBLICANOS,19042,direita
ALCINO BARCELOS,PONTES E LACERDA,89990,ELEITO,10,REPUBLICANOS,16761,direita
RAIMUNDINHO DA AUDIOLAR,PRESIDENTE DUTRA,8796,ELEITO,10,REPUBLICANOS,14832,direita
MÁRCIO CABEÇA,MONGAGUÁ,67237,ELEITO,10,REPUBLICANOS,14046,direita
DR THIAGO,ITAPEMIRIM,56553,ELEITO,10,REPUBLICANOS,13934,direita
ALEXANDRE COLARES,PINDARÉ-MIRIM,8672,ELEITO,10,REPUBLICANOS,13058,direita
TÉO DE CARLOS DE PEQUENO,SANTA LUZIA,39870,NÃO ELEITO,10,REPUBLICANOS,12368,direita
IZAIAS MIKILITA,PALMAS,77330,NÃO ELEITO,10,REPUBLICANOS,12247,direita
KARIME FAYAD,RIO BRANCO DO SUL,78212,ELEITO,10,REPUBLICANOS,12117,direita
ARIANA AQUINO,PARAIPABA,15997,ELEITO,10,REPUBLICANOS,12057,direita
EDESIO CAVALCANTI,TURIAÇU,9415,ELEITO,10,REPUBLICANOS,11786,direita
LUCIANO FRANCISQUETO,ITABELA,35947,ELEITO,10,REPUBLICANOS,11705,direita
NATHAN MACENA,CAREIRO,2232,ELEITO,10,REPUBLICANOS,11222,direita
VALMIRA MIRANDA,COLINAS,7676,ELEITO,10,REPUBLICANOS,11097,direita
AÉCIO,MINAS NOVAS,48356,ELEITO,10,REPUBLICANOS,10965,direita
ELIANA,CACHOEIRA,33979,ELEITO,10,REPUBLICANOS,10448,direita
ALESSANDRO BRODEL,SOORETAMA,56189,ELEITO,10,REPUBLICANOS,10389,direita
BRUNO ARAÚJO,PEDRO CANÁRIO,57150,ELEITO,10,REPUBLICANOS,10221,direita
OZEAS,POMPÉU,50393,ELEITO,10,REPUBLICANOS,9908,direita
MARGARETH DO ZITO,ÁGUA BRANCA,10030,NÃO ELEITO,10,REPUBLICANOS,9652,direita
TIRRI,CAETÉS,23639,ELEITO,10,REPUBLICANOS,9634,direita
ALEXANDRE MARTINS,ARMAÇÃO DOS BÚZIOS,58408,ELEITO,10,REPUBLICANOS,9451,direita
DIÓ FILHO,RIACHO DAS ALMAS,25330,ELEITO,10,REPUBLICANOS,9377,direita
DR. ANTONELY,IBAITI,75892,ELEITO,10,REPUBLICANOS,9283,direita
DR JUNIOR CHAGAS,POÇO REDONDO,32077,ELEITO,10,REPUBLICANOS,8750,direita
MARCO CÉSAR AGA,CASA BRANCA,63177,ELEITO,10,REPUBLICANOS,8377,direita
LEANDRO PEIXE,RIO BONITO,58858,ELEITO,10,REPUBLICANOS,8352,direita
GIL TAVARES,NERÓPOLIS,94870,ELEITO,10,REPUBLICANOS,8282,direita
DR MÁRIO LUCENA,AQUIDABÃ,31038,ELEITO,10,REPUBLICANOS,8131,direita
LUCIANO PINGO,IBATIBA,57096,ELEITO,10,REPUBLICANOS,7896,direita
CECEU,SANTO ANTÔNIO DO IÇÁ,2739,ELEITO,10,REPUBLICANOS,7576,direita
CARRAPICHO,TAMANDARÉ,23280,ELEITO,10,REPUBLICANOS,7476,direita
DR RENILTON,MATEUS LEME,48135,ELEITO,10,REPUBLICANOS,7462,direita
PAULO BOAVENTURA,CASTILHO,63215,ELEITO,10,REPUBLICANOS,7435,direita
ABEL GRAVE,IBIRUBÁ,87017,ELEITO,10,REPUBLICANOS,7429,direita
PAULO SÉRGIO CYRILLO,BOM JESUS DO ITABAPOANA,58114,ELEITO,10,REPUBLICANOS,7391,direita
PETER COSTA,MIMOSO DO SUL,56677,ELEITO,10,REPUBLICANOS,7345,direita
CHOQUINHA,SÃO FELIPE,38814,ELEITO,10,REPUBLICANOS,7295,direita
EDILSON DA ALVORADA,PALMEIRÂNDIA,8516,ELEITO,10,REPUBLICANOS,7269,direita
HIGO MOURA,TEOFILÂNDIA,39292,ELEITO,10,REPUBLICANOS,7172,direita
GIBE,SÃO PAULO DE OLIVENÇA,2755,ELEITO,10,REPUBLICANOS,7143,direita
RICARDO VARGAS,CHARQUEADAS,86932,ELEITO,10,REPUBLICANOS,7035,direita
KAKÁ,WENCESLAU GUIMARÃES,39691,ELEITO,10,REPUBLICANOS,6941,direita
WALACE,ICATU,7994,ELEITO,10,REPUBLICANOS,6866,direita
DOMINGAS CABRAL,MIRADOR,8338,ELEITO,10,REPUBLICANOS,6776,direita
RODRIGO DO ADALBERTO,BURITAMA,62634,ELEITO,10,REPUBLICANOS,6753,direita
DRA CÁTIA,JATAÚBA,24597,ELEITO,10,REPUBLICANOS,6668,direita
MARÇÃO SOUTO,PEDRA AZUL,49735,ELEITO,10,REPUBLICANOS,6560,direita
JAUHAR,GUAÇUÍ,56456,ELEITO,10,REPUBLICANOS,6539,direita
JOSA,SÃO JOÃO DO SOTER,8346,ELEITO,10,REPUBLICANOS,6149,direita
BRAULINA,ARACATU,33391,ELEITO,10,REPUBLICANOS,5875,direita
CÔCO DE ODÁLIO,TAVARES,22330,ELEITO,10,REPUBLICANOS,5845,direita
VAVÁ,CARAÍ,42595,ELEITO,10,REPUBLICANOS,5832,direita
FELIPE COUTINHO,PUXINANÃ,21490,ELEITO,10,REPUBLICANOS,5811,direita
CASSIANO,CONDADO,23914,ELEITO,10,REPUBLICANOS,5656,direita
NONÔ CARVALHO,FELIXLÂNDIA,45136,ELEITO,10,REPUBLICANOS,5564,direita
GEDSON PAULINO,ICONHA,56510,ELEITO,10,REPUBLICANOS,5534,direita
SILAS VIEIRA,CARANGOLA,42650,ELEITO,10,REPUBLICANOS,5498,direita
REGIS NAZARE,ANORI,2038,ELEITO,10,REPUBLICANOS,5495,direita
PATRIK MAGARI,CERRO AZUL,75019,ELEITO,10,REPUBLICANOS,5487,direita
REGINALDO FURTADO,RIO POMBA,51152,ELEITO,10,REPUBLICANOS,5366,direita
ARNALDO LOPES,MASCOTE,37192,ELEITO,10,REPUBLICANOS,5340,direita
PAULINHO DO LUZITANA,PARAÚNA,95230,ELEITO,10,REPUBLICANOS,5315,direita
JONER CHAGAS,BONFIM,3077,ELEITO,10,REPUBLICANOS,5261,direita
MARCELO DA VAN TACUNOIS,LAMBARI,47554,ELEITO,10,REPUBLICANOS,5211,direita
BERGSON IDUINO,AREZ,16233,ELEITO,10,REPUBLICANOS,5196,direita
PETECA,SÃO JOÃO DO CARÚ,8303,ELEITO,10,REPUBLICANOS,5081,direita
MAICON TIGUERA,PIÊN,77615,ELEITO,10,REPUBLICANOS,5027,direita
PROFESSOR BARTOLOMEU,SENADOR LA ROCQUE,8508,ELEITO,10,REPUBLICANOS,5015,direita
FERNANDO CUTRIM,PIRAPEMAS,8737,ELEITO,10,REPUBLICANOS,4911,direita
MIRANDÃO,COSTA MARQUES,213,ELEITO,10,REPUBLICANOS,4789,direita
ROLPH JUNIOR,BELÉM DE MARIA,23299,ELEITO,10,REPUBLICANOS,4740,direita
NILSON DO CASSÓ,PRIMEIRA CRUZ,8850,ELEITO,10,REPUBLICANOS,4614,direita
VAVÁ,MEDINA,48275,ELEITO,10,REPUBLICANOS,4612,direita
UESLEY CORTELETTI,ITAGUAÇU,56537,ELEITO,10,REPUBLICANOS,4421,direita
ADAELSON MAGALHÃES,MIRAÍ,48437,ELEITO,10,REPUBLICANOS,4415,direita
PROFESSOR CLAUDINEI,ALTO GARÇAS,90077,ELEITO,10,REPUBLICANOS,4404,direita
SALES,TONANTINS,98515,ELEITO,10,REPUBLICANOS,4334,direita
MÁRIO FLOR,BETÂNIA,23353,ELEITO,10,REPUBLICANOS,4285,direita
RICARDO GALVÃO,ARAGARÇAS,92339,ELEITO,10,REPUBLICANOS,4274,direita
MICULA,JOÃO NEIVA,56626,ELEITO,10,REPUBLICANOS,4233,direita
BABÁ,SÃO TOMÉ,18554,ELEITO,10,REPUBLICANOS,4186,direita
SERGINHO BOREL,MANHUMIRIM,47899,ELEITO,10,REPUBLICANOS,4153,direita
ALICE DE ASSIS,SANTANA DO MATOS,18279,ELEITO,10,REPUBLICANOS,4134,direita
MARCOS FREITA,MARTINÓPOLIS,66850,ELEITO,10,REPUBLICANOS,4085,direita
JUNIOR,PINDORAMA,68632,ELEITO,10,REPUBLICANOS,3962,direita
MOISÉS DA AUTOPEÇAS,CONGONHAL,43575,ELEITO,10,REPUBLICANOS,3862,direita
JAIR XAKRIABÁ,SÃO JOÃO DAS MISSÕES,41602,ELEITO,10,REPUBLICANOS,3828,direita
EDMILSON DO TIÃO DO ROQUE,BOM REPOUSO,41572,ELEITO,10,REPUBLICANOS,3828,direita
DOUGLAS BENINI,ITAPORANGA,65579,ELEITO,10,REPUBLICANOS,3826,direita
SISSI VIANA,GODOFREDO VIANA,7838,ELEITO,10,REPUBLICANOS,3716,direita
ERALDO FÉLIX,ÉRICO CARDOSO,33090,ELEITO,10,REPUBLICANOS,3710,direita
DJALMA BELTRÃO,PIAÇABUÇU,28355,ELEITO,10,REPUBLICANOS,3694,direita
ÉVERTON DE ASSIS,PARAISÓPOLIS,49450,ELEITO,10,REPUBLICANOS,3687,direita
PROF MIGUEL RODRIGUES,ITAINÓPOLIS,10995,ELEITO,10,REPUBLICANOS,3622,direita
DAYANE SOVINSKI,IMBAÚ,75442,ELEITO,10,REPUBLICANOS,3612,direita
BRUNO DO ZEZINHO DO SORVETE,ESPERANTINA,10731,NÃO ELEITO,10,REPUBLICANOS,3606,direita
SINHÔ,DESTERRO,20095,ELEITO,10,REPUBLICANOS,3577,direita
FATIMA BORBA,CORTÊS,23957,ELEITO,10,REPUBLICANOS,3567,direita
NENE LOPES,EUCLIDES DA CUNHA PAULISTA,61000,ELEITO,10,REPUBLICANOS,3530,direita
SABRINA MESQUITA,SÃO SEBASTIÃO DO MARANHÃO,52892,ELEITO,10,REPUBLICANOS,3495,direita
IZALTA,IBIRAJUBA,24333,ELEITO,10,REPUBLICANOS,3396,direita
BIBA MENIN,PORTO XAVIER,88056,ELEITO,10,REPUBLICANOS,3387,direita
JOERLY VITOR,ARATUBA,13277,ELEITO,10,REPUBLICANOS,3367,direita
GERMANO COELHO,LORETO,8214,ELEITO,10,REPUBLICANOS,3363,direita
RAIMUNDO NEI,ANÍSIO DE ABREU,10138,ELEITO,10,REPUBLICANOS,3311,direita
ROGÉRIO FERREIRA,JATOBÁ,23264,ELEITO,10,REPUBLICANOS,3287,direita
NICOLAS BASILE,ANGATUBA,61433,NÃO ELEITO,10,REPUBLICANOS,3242,direita
GILSON BENTO,BREJINHO,23493,ELEITO,10,REPUBLICANOS,3238,direita
FERNANDO CUBA,CEDRAL,7595,ELEITO,10,REPUBLICANOS,3198,direita
IVAN VIEIRA,MONTEZUMA,40460,ELEITO,10,REPUBLICANOS,3079,direita
BERNARD TAVARES,CARAPEBUS,58300,NÃO ELEITO,10,REPUBLICANOS,3071,direita
DR ROBERTH,TASSO FRAGOSO,9334,ELEITO,10,REPUBLICANOS,3059,direita
ZÉ PEREIRA,MATURÉIA,19984,ELEITO,10,REPUBLICANOS,2979,direita
PR. EDIR CASTELO BRANCO,MARAÃ,2593,ELEITO,10,REPUBLICANOS,2969,direita
JÚNIOR DO POSTO,SÃO DOMINGOS DO AZEITÃO,8265,ELEITO,10,REPUBLICANOS,2963,direita
JULIANO TORQUATO,PACARAIMA,3123,ELEITO,10,REPUBLICANOS,2959,direita
JACINTO CARVALHO,SEVERIANO MELO,18694,ELEITO,10,REPUBLICANOS,2922,direita
BITINHA,TANGARÁ,83534,ELEITO,10,REPUBLICANOS,2869,direita
DR WILLIAM,BANANAL,61972,ELEITO,10,REPUBLICANOS,2848,direita
SOCORRO DE BIRO,LAGOA,20630,ELEITO,10,REPUBLICANOS,2800,direita
VALMIR BARBOSA,DOM EXPEDITO LOPES,10677,ELEITO,10,REPUBLICANOS,2776,direita
FECHINHA,CENTRAL DO MARANHÃO,7420,ELEITO,10,REPUBLICANOS,2727,direita
CAMILA MELO,BAÍA FORMOSA,16276,ELEITO,10,REPUBLICANOS,2713,direita
ADEMAR DO QUITO,GUARACIABA,45632,ELEITO,10,REPUBLICANOS,2611,direita
FARINHA PAÉ,SÃO JOSÉ DOS BASÍLIOS,8362,ELEITO,10,REPUBLICANOS,2598,direita
NERI,DOUTOR SEVERIANO,16632,ELEITO,10,REPUBLICANOS,2577,direita
HOMERO BRASIL,SILVIANÓPOLIS,53473,ELEITO,10,REPUBLICANOS,2492,direita
GENILVA,DOVERLÂNDIA,96750,ELEITO,10,REPUBLICANOS,2481,direita
JOSÉ AUGUSTO,MILAGRES DO MARANHÃO,7960,ELEITO,10,REPUBLICANOS,2473,direita
DR JAZON,PRESIDENTE BERNARDES,50610,NÃO ELEITO,10,REPUBLICANOS,2419,direita
FELIPE RIBEIRO,CAJUEIRO DA PRAIA,12572,ELEITO,10,REPUBLICANOS,2411,direita
DINHO,SABINO,69930,ELEITO,10,REPUBLICANOS,2402,direita
TALITA LOPES,BOA VENTURA,19437,ELEITO,10,REPUBLICANOS,2401,direita
JANDER BARRETO,SÃO SEBASTIÃO DO UATUMÃ,98450,ELEITO,10,REPUBLICANOS,2395,direita
OSMAR FILHO,CAROEBE,3000,ELEITO,10,REPUBLICANOS,2387,direita
ARIMATÉIA,SANTA TERESINHA,21776,ELEITO,10,REPUBLICANOS,2353,direita
LIO DA CAMAC,SUD MENNUCCI,71471,ELEITO,10,REPUBLICANOS,2348,direita
TAIRO MESQUITA,SANTO INÁCIO DO PIAUÍ,11894,ELEITO,10,REPUBLICANOS,2344,direita
LUCIANO,LAJES PINTADAS,17353,ELEITO,10,REPUBLICANOS,2233,direita
GERALDO FONSECA,BERTOLÍNIA,10332,ELEITO,10,REPUBLICANOS,2230,direita
VALDEIR,ARICANDUVA,41700,ELEITO,10,REPUBLICANOS,2187,direita
JAIME DO MERCADO,PALESTINA,28231,ELEITO,10,REPUBLICANOS,2152,direita
NILSINHO,PADRE CARVALHO,41262,ELEITO,10,REPUBLICANOS,2147,direita
AROLDO,ÁGUAS DE SANTA BÁRBARA,70190,ELEITO,10,REPUBLICANOS,2096,direita
DEUSINHO,OLIVEDOS,21113,ELEITO,10,REPUBLICANOS,2095,direita
ESAÚ,SÃO JOSÉ DO BONFIM,21938,ELEITO,10,REPUBLICANOS,2076,direita
MÁRCIO LEITE,SÃO JOÃO DO TIGRE,21830,ELEITO,10,REPUBLICANOS,2020,direita
VALERIA DA LUKALIAM,JACI,65919,ELEITO,10,REPUBLICANOS,2013,direita
DR CAÇULA COELHO,PRESIDENTE MÉDICI,8125,ELEITO,10,REPUBLICANOS,2007,direita
GILMAR SOUTO,SÃO FRANCISCO DE SALES,52256,ELEITO,10,REPUBLICANOS,1992,direita
FERNANDO GONÇALVES,LARANJAL,47597,ELEITO,10,REPUBLICANOS,1969,direita
NONATINHO,VÁRZEA BRANCA,10588,ELEITO,10,REPUBLICANOS,1954,direita
EUGÊNIA,FRANCISCO AYRES,10812,ELEITO,10,REPUBLICANOS,1928,direita
COSTA,FARTURA DO PIAUÍ,10260,ELEITO,10,REPUBLICANOS,1926,direita
ROGÉRIO MENDES,CUPARAQUE,41980,ELEITO,10,REPUBLICANOS,1919,direita
EDUARDO RABELO,FRANCISCO DUMONT,45314,ELEITO,10,REPUBLICANOS,1909,direita
SIDNEI,BANDEIRA,41033,ELEITO,10,REPUBLICANOS,1858,direita
JADILSON,CURVELÂNDIA,89800,ELEITO,10,REPUBLICANOS,1826,direita
MAICO BETTO,VILA MARIA,85642,ELEITO,10,REPUBLICANOS,1804,direita
DR SEGUNDO,VÁRZEA GRANDE,12270,ELEITO,10,REPUBLICANOS,1777,direita
CHARLEY TOLENTINO,DIVINÓPOLIS DE GOIÁS,93092,ELEITO,10,REPUBLICANOS,1747,direita
CIRINO,MÃE D ÁGUA,20753,ELEITO,10,REPUBLICANOS,1713,direita
MARLENE LOURENÇO,MUNDO NOVO,96512,ELEITO,10,REPUBLICANOS,1693,direita
FABRICIO ENFERMEIRO,CONGONHAS DO NORTE,43613,ELEITO,10,REPUBLICANOS,1680,direita
JUCA DO SINDICATO,MONTE FORMOSO,41084,ELEITO,10,REPUBLICANOS,1674,direita
ROBERTINHO JUNIOR,SOBRÁLIA,53538,ELEITO,10,REPUBLICANOS,1658,direita
DANIEL,JOSENÓPOLIS,40924,ELEITO,10,REPUBLICANOS,1649,direita
RENATO DO LÓ,SANTANA DO JACARÉ,51756,ELEITO,10,REPUBLICANOS,1648,direita
ZÉ ELIAS,GURJÃO,20311,ELEITO,10,REPUBLICANOS,1647,direita
MANOEL VASCONCELOS,TENÓRIO,19682,ELEITO,10,REPUBLICANOS,1616,direita
DOCA LIMA,MATO GROSSO,19488,ELEITO,10,REPUBLICANOS,1582,direita
CICI DO LÊGO,SANTANA DOS MONTES,51810,ELEITO,10,REPUBLICANOS,1576,direita
CLECINHO,CACHOEIRA DA PRATA,41912,ELEITO,10,REPUBLICANOS,1518,direita
MARLY DO VALDINEIS,PORTELÂNDIA,95575,ELEITO,10,REPUBLICANOS,1467,direita
CEICA,CAIÇARA DO RIO DO VENTO,16373,ELEITO,10,REPUBLICANOS,1460,direita
PROF PAULO FRANCESCHINI,ANALÂNDIA,61395,ELEITO,10,REPUBLICANOS,1400,direita
HAMILTON LIMA,MARLIÉRIA,48054,ELEITO,10,REPUBLICANOS,1395,direita
GÊKA,SÃO JOSÉ DO DIVINO,52655,ELEITO,10,REPUBLICANOS,1359,direita
EDUARDO,FIGUEIRÓPOLIS D OESTE,99031,ELEITO,10,REPUBLICANOS,1320,direita
JULIANO FILIPE,SÃO GERALDO DO BAIXIO,41580,ELEITO,10,REPUBLICANOS,1310,direita
EDUARDO BERTOLETTI,PRIMAVERA DE RONDÔNIA,728,ELEITO,10,REPUBLICANOS,1227,direita
SUELEN MATIVE,CAIABU,62790,ELEITO,10,REPUBLICANOS,1194,direita
CLÁUDIA ,QUIXABA,21539,ELEITO,10,REPUBLICANOS,1172,direita
QUINHA,IARAS,61085,ELEITO,10,REPUBLICANOS,1170,direita
MAURINHO,RIO DOCE,50997,ELEITO,10,REPUBLICANOS,1141,direita
EDSON WOLINGER,PONTE ALTA,82619,ELEITO,10,REPUBLICANOS,1140,direita
OSMARZINHO DA OFICINA,SANTA RITA D OESTE,70491,ELEITO,10,REPUBLICANOS,1093,direita
THUANNE SOUZA,VILA FLOR,18996,ELEITO,10,REPUBLICANOS,1063,direita
DUGUINHO,SÃO BRÁS DO SUAÇUÍ,52175,ELEITO,10,REPUBLICANOS,1059,direita
IRINEU,MARIANO MORO,87416,ELEITO,10,REPUBLICANOS,1043,direita
CRISTIANO COLETTA,ROCHEDO DE MINAS,51233,ELEITO,10,REPUBLICANOS,1039,direita
JUNIOR LEITE,PRACUÚBA,6009,ELEITO,10,REPUBLICANOS,1023,direita
GISELE SCHNEIDER,MARATÁ,86983,ELEITO,10,REPUBLICANOS,1000,direita
ADELMINHO,JOÃO RAMALHO,66133,ELEITO,10,REPUBLICANOS,999,direita
ZÉ NETO,FEIRA DE SANTANA,35157,2º TURNO,13,PT,119862,esquerda
MARÍLIA,CONTAGEM,43710,2º TURNO,13,PT,118955,esquerda
DIMAS GADELHA,SÃO GONÇALO,58971,2º TURNO,13,PT,117346,esquerda
MARGARIDA SALOMÃO,JUIZ DE FORA,47333,2º TURNO,13,PT,102489,esquerda
FILIPPI,DIADEMA,63770,2º TURNO,13,PT,92670,esquerda
ZÉ RAIMUNDO,VITÓRIA DA CONQUISTA,39659,2º TURNO,13,PT,81721,esquerda
FABIANO HORTA,MARICÁ,58530,ELEITO,13,PT,76285,esquerda
PEPE VARGAS,CAXIAS DO SUL,85995,2º TURNO,13,PT,75619,esquerda
MOEMA GRAMACHO,LAURO DE FREITAS,36854,ELEITO,13,PT,50680,esquerda
EDINHO SILVA,ARARAQUARA,61638,ELEITO,13,PT,48405,esquerda
VANAZZI,SÃO LEOPOLDO,88773,ELEITO,13,PT,46203,esquerda
FELIPE PINHEIRO,ITAPIPOCA,14290,ELEITO,13,PT,31760,esquerda
DANIEL SUCUPIRA,TEÓFILO OTONI,53716,ELEITO,13,PT,31747,esquerda
ZÉ AILTON BRASIL,CRATO,13854,ELEITO,13,PT,30898,esquerda
MÁRCIA CONRADO,SERRA TALHADA,25771,ELEITO,13,PT,26565,esquerda
WANDERLEY NOGUEIRA,MORADA NOVA,14753,ELEITO,13,PT,22782,esquerda
LUIZINHO,ALFENAS,40312,ELEITO,13,PT,21862,esquerda
ADAUTO,MATÃO,66877,ELEITO,13,PT,18410,esquerda
JUNIOR,MAURITI,14630,ELEITO,13,PT,15715,esquerda
DR LAÉRCIO,JOÃO MONLEVADE,47236,ELEITO,13,PT,14434,esquerda
JÚLIO PINHEIRO ,AMARGOSA,33197,ELEITO,13,PT,14169,esquerda
LUIS DA AMOVELAR FILHO,COROATÁ,7692,ELEITO,13,PT,13952,esquerda
PINA,IGARAPÉ-MIRI,4650,ELEITO,13,PT,12906,esquerda
ROGERIO,SANTO ESTEVÃO,38750,ELEITO,13,PT,12024,esquerda
CLOVIS CURUBÃO,SÃO GABRIEL DA CACHOEIRA,2836,ELEITO,13,PT,11197,esquerda
MARCEL,PARATINGA,37753,ELEITO,13,PT,11044,esquerda
ODON JR,CURRAIS NOVOS,16616,ELEITO,13,PT,10907,esquerda
INÁCIO,PLANALTO,77755,NÃO ELEITO,13,PT,10530,esquerda
DERIVALDO PINTO,IRARÁ,35912,ELEITO,13,PT,10460,esquerda
SEU ANTONIO,JAGUARARI,36552,ELEITO,13,PT,9411,esquerda
DANILO VELOSO,SÃO JOÃO DA PONTE,52477,ELEITO,13,PT,9360,esquerda
ELIAS SANTIAGO,CONCÓRDIA DO PARÁ,5819,ELEITO,13,PT,9190,esquerda
MILTON BARBOSA,ESPINOSA,44857,ELEITO,13,PT,9076,esquerda
BINHO DE ALFREDO,FÁTIMA,30899,ELEITO,13,PT,8841,esquerda
PAULINHO IMILA,ITAPURANGA,94196,ELEITO,13,PT,8462,esquerda
LUIZ AROLDO,ÁGUAS BELAS,23094,ELEITO,13,PT,8348,esquerda
EVANDRO MASSING,PALMEIRA DAS MISSÕES,87777,ELEITO,13,PT,8344,esquerda
NONATINHO DO SINDICATO,COCAL,10537,ELEITO,13,PT,8284,esquerda
TOINHO DO BANCO,QUIXERÉ,15318,ELEITO,13,PT,8257,esquerda
DR ANDRE,QUEIMADAS,38172,ELEITO,13,PT,8199,esquerda
SABUGO,URUCURITUBA,2879,ELEITO,13,PT,8181,esquerda
ANDRÉ ,SOUTO SOARES,39152,ELEITO,13,PT,8054,esquerda
ANTONIO DE ANIZIO,ITACARÉ,35998,ELEITO,13,PT,8008,esquerda
CACA,MIGUEL CALMON,37257,ELEITO,13,PT,7817,esquerda
FERNANDA HASSEM,BRASILÉIA,1058,ELEITO,13,PT,7651,esquerda
FERNANDO TOLENTINO,ABARÉ,33030,ELEITO,13,PT,7435,esquerda
JERÔNIMO BRANDÃO,MORRINHOS,14796,ELEITO,13,PT,7296,esquerda
CIBELE,RAFAEL JAMBEIRO,39853,ELEITO,13,PT,7290,esquerda
WELDO MARIANO,CANINDÉ DE SÃO FRANCISCO,31232,ELEITO,13,PT,7235,esquerda
CHICA DO PT,CARINHANHA,34410,ELEITO,13,PT,6812,esquerda
GENIVAL BEZERRA,JOAQUIM PIRES,11070,ELEITO,13,PT,6697,esquerda
EDILSON DE SOUSA,NOVA SANTA RITA,10960,NÃO ELEITO,13,PT,6473,esquerda
GIVANILDO COSTA,SALGADO,32239,ELEITO,13,PT,6389,esquerda
OLIVÂNIO,PICUÍ,21296,ELEITO,13,PT,6348,esquerda
MAURI VENTURA,DIVINO,44393,ELEITO,13,PT,6204,esquerda
NENENZAO,SERRA DOURADA,39055,ELEITO,13,PT,6167,esquerda
MAGNO SOARES,CASTELO DO PIAUÍ,10510,ELEITO,13,PT,6100,esquerda
ABIMAEL DO VALLE,SÃO JOÃO DO TRIUNFO,78778,ELEITO,13,PT,6056,esquerda
DR GIMMY,MALHADA,37052,ELEITO,13,PT,5776,esquerda
DANIEL,BUTIÁ,85537,ELEITO,13,PT,5761,esquerda
JOBOPE,MAIRI,37036,ELEITO,13,PT,5706,esquerda
ADIL JUNIOR,QUIXELÔ,98531,ELEITO,13,PT,5666,esquerda
BRANCO DO ANGELIM,URUBURETAMA,15776,ELEITO,13,PT,5575,esquerda
HERTON,MERUOCA,14656,ELEITO,13,PT,5425,esquerda
KIKO,SÃO DOMINGOS,83178,NÃO ELEITO,13,PT,5412,esquerda
ELENICE DELGADO,LIMA DUARTE,47716,ELEITO,13,PT,5337,esquerda
SANDRO DE JESUS,CRISTINÁPOLIS,31330,ELEITO,13,PT,5327,esquerda
NETO,IGAPORÃ,35696,ELEITO,13,PT,5228,esquerda
CELSO GOMES,IRACEMA,14214,ELEITO,13,PT,4990,esquerda
FERNANDA SILVA,URUÇUCA,39535,NÃO ELEITO,13,PT,4922,esquerda
ROSIEL,POÇO FUNDO,50334,ELEITO,13,PT,4909,esquerda
IRIS,APUIARÉS,13170,ELEITO,13,PT,4892,esquerda
PROFESSOR EMERSON,SANTA INÊS,38598,ELEITO,13,PT,4862,esquerda
ROBERTO SILVA,CAMPANHA,42170,ELEITO,13,PT,4846,esquerda
GERMANO SANTANA,RIBEIRA DO AMPARO,38318,ELEITO,13,PT,4802,esquerda
DR ODIR,PINHÃO,77658,NÃO ELEITO,13,PT,4787,esquerda
DR. ALEXANDRE FELIX,ARARENDÁ,13420,ELEITO,13,PT,4610,esquerda
ELTON,SANTA BRÍGIDA,38539,ELEITO,13,PT,4568,esquerda
GUEBER,OROCÓ,24953,ELEITO,13,PT,4562,esquerda
GILBERTO MAYNART,MARUIM,31798,ELEITO,13,PT,4496,esquerda
AGOSTINHO,LUZ,47759,ELEITO,13,PT,4464,esquerda
DR MARCOS,PACOTI,14974,ELEITO,13,PT,4439,esquerda
ANASTÁCIO GUEDES,MANGA,47856,ELEITO,13,PT,4409,esquerda
JOSÉ SALOMÃO,DIANÓPOLIS,93416,ELEITO,13,PT,4395,esquerda
AMARO PEREIRA,IPAPORANGA,13340,ELEITO,13,PT,4362,esquerda
ÁLVARO MARQUES,TACAIMBÓ,25933,ELEITO,13,PT,4315,esquerda
JAILMA,BANZAÊ,33529,ELEITO,13,PT,4310,esquerda
MARA RIOS,MUQUÉM DO SÃO FRANCISCO,37460,ELEITO,13,PT,4229,esquerda
ADERSON,GOIÁS,93777,ELEITO,13,PT,4176,esquerda
